,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,asnm,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,accepted,gender
396,0_to_200DM,39,Delay_in_past,education,11760,100_to_500DM,4_to_7yrs,2,male_single,None,3,unknown/no_property,32,124,none,rent,1,skilled_employee/official,1,yes,yes,0,male
397,<0DM,12,Existing_credits_paid_till_now,furniture/equipment,2578,<100DM,unemployed,3,female_divorced/separated/married,None,4,unknown/no_property,55,193,none,for_free,1,management_self-employed_highly_qualified/officer,1,none,yes,0,female
398,<0DM,36,Critical_acct_other_credits_existing,furniture/equipment,2348,<100DM,1_to_4yrs,3,male_married/widowed,None,2,building_society_savings_agreement/life_insurance,46,40,none,own,2,skilled_employee/official,1,yes,yes,0,male
399,0_to_200DM,12,Existing_credits_paid_till_now,new_car,1223,<100DM,>7yrs,1,male_divorced/separated,None,1,real_estate,46,40,none,rent,2,skilled_employee/official,1,none,yes,1,male
400,None,24,Critical_acct_other_credits_existing,radio/television,1516,>1000DM,1_to_4yrs,4,female_divorced/separated/married,None,1,real_estate,43,25,none,own,2,unskilled_resident,1,none,yes,0,female
401,None,18,Existing_credits_paid_till_now,radio/television,1473,<100DM,<1yr,3,male_married/widowed,None,4,real_estate,39,33,none,own,1,skilled_employee/official,1,yes,yes,0,male
402,0_to_200DM,18,Critical_acct_other_credits_existing,business,1887,Unknown_or_no_savings_acct,1_to_4yrs,4,male_married/widowed,None,4,real_estate,28,220,bank,own,2,skilled_employee/official,1,none,yes,0,male
403,None,24,Delay_in_past,business,8648,<100DM,<1yr,2,male_single,None,2,car_or_other_nonsavings,27,249,bank,own,2,skilled_employee/official,1,yes,yes,1,male
404,None,14,Delay_in_past,new_car,802,<100DM,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,27,249,none,own,2,unskilled_resident,1,none,yes,0,male
405,0_to_200DM,18,Delay_in_past,new_car,2899,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,car_or_other_nonsavings,43,25,none,own,1,skilled_employee/official,2,none,yes,0,male
406,0_to_200DM,24,Existing_credits_paid_till_now,radio/television,2039,<100DM,<1yr,1,male_married/widowed,None,1,building_society_savings_agreement/life_insurance,22,424,none,own,1,skilled_employee/official,1,yes,yes,1,male
407,None,24,Critical_acct_other_credits_existing,used_car,2197,Unknown_or_no_savings_acct,4_to_7yrs,4,male_single,None,4,car_or_other_nonsavings,43,25,none,own,2,skilled_employee/official,2,yes,yes,0,male
408,<0DM,15,Existing_credits_paid_till_now,radio/television,1053,<100DM,<1yr,4,male_married/widowed,None,2,real_estate,27,249,none,own,1,skilled_employee/official,1,none,no,0,male
409,None,24,Existing_credits_paid_till_now,radio/television,3235,500_to_1000DM,>7yrs,3,male_divorced/separated,None,2,car_or_other_nonsavings,26,280,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
410,>200DM,12,Critical_acct_other_credits_existing,new_car,939,500_to_1000DM,4_to_7yrs,4,male_married/widowed,None,2,real_estate,28,220,none,own,3,skilled_employee/official,1,yes,yes,1,male
411,0_to_200DM,24,Existing_credits_paid_till_now,radio/television,1967,<100DM,>7yrs,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,20,508,none,own,1,skilled_employee/official,1,yes,yes,0,female
412,None,33,Critical_acct_other_credits_existing,used_car,7253,<100DM,4_to_7yrs,3,male_single,None,2,car_or_other_nonsavings,35,73,none,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
413,None,12,Critical_acct_other_credits_existing,business,2292,<100DM,unemployed,4,male_single,None,2,car_or_other_nonsavings,35,193,stores,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
414,None,10,Existing_credits_paid_till_now,new_car,1597,500_to_1000DM,1_to_4yrs,3,male_single,None,2,unknown/no_property,40,28,none,rent,1,unskilled_resident,2,none,no,0,male
415,<0DM,24,Existing_credits_paid_till_now,new_car,1381,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,35,73,none,own,1,skilled_employee/official,1,none,yes,1,female
416,None,36,Critical_acct_other_credits_existing,used_car,5842,<100DM,>7yrs,2,male_single,None,2,building_society_savings_agreement/life_insurance,35,73,none,own,2,skilled_employee/official,2,yes,yes,0,male
417,<0DM,12,Existing_credits_paid_till_now,new_car,2579,<100DM,<1yr,4,male_single,None,1,real_estate,33,105,none,own,1,unskilled_resident,2,none,yes,1,male
418,<0DM,18,Delay_in_past,education,8471,Unknown_or_no_savings_acct,1_to_4yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,23,385,none,rent,2,skilled_employee/official,1,yes,yes,0,female
419,None,21,Existing_credits_paid_till_now,new_car,2782,500_to_1000DM,4_to_7yrs,1,female_divorced/separated/married,None,2,car_or_other_nonsavings,35,193,bank,own,1,management_self-employed_highly_qualified/officer,1,none,yes,0,female
420,0_to_200DM,18,Existing_credits_paid_till_now,new_car,1042,Unknown_or_no_savings_acct,1_to_4yrs,4,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,33,105,none,own,1,skilled_employee/official,1,none,yes,1,female
421,None,15,Existing_credits_paid_till_now,new_car,3186,>1000DM,4_to_7yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,20,508,none,rent,1,skilled_employee/official,1,none,yes,0,female
422,0_to_200DM,12,Existing_credits_paid_till_now,used_car,2028,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30,168,none,own,1,skilled_employee/official,1,none,yes,0,male
423,0_to_200DM,12,Critical_acct_other_credits_existing,new_car,958,<100DM,4_to_7yrs,2,male_single,None,3,real_estate,47,49,none,own,2,unskilled_resident,2,none,yes,0,male
424,None,21,Delay_in_past,furniture/equipment,1591,100_to_500DM,4_to_7yrs,4,male_single,None,3,real_estate,34,88,none,own,2,management_self-employed_highly_qualified/officer,1,none,yes,0,male
425,0_to_200DM,12,Existing_credits_paid_till_now,furniture/equipment,2762,Unknown_or_no_savings_acct,>7yrs,1,female_divorced/separated/married,None,2,building_society_savings_agreement/life_insurance,25,313,bank,own,1,skilled_employee/official,1,yes,yes,1,female
426,0_to_200DM,18,Existing_credits_paid_till_now,used_car,2779,<100DM,1_to_4yrs,1,male_married/widowed,None,3,car_or_other_nonsavings,21,465,none,rent,1,skilled_employee/official,1,yes,yes,0,male
427,None,28,Critical_acct_other_credits_existing,radio/television,2743,<100DM,>7yrs,4,male_single,None,2,car_or_other_nonsavings,29,193,none,own,2,skilled_employee/official,1,none,yes,0,male
428,None,18,Critical_acct_other_credits_existing,radio/television,1149,>1000DM,1_to_4yrs,4,male_single,None,3,real_estate,46,40,none,own,2,skilled_employee/official,1,none,yes,0,male
429,None,9,Existing_credits_paid_till_now,furniture/equipment,1313,<100DM,>7yrs,1,male_single,None,4,car_or_other_nonsavings,35,193,none,own,1,skilled_employee/official,1,none,yes,0,male
430,<0DM,18,Critical_acct_other_credits_existing,repairs,1190,<100DM,unemployed,2,female_divorced/separated/married,None,4,unknown/no_property,55,193,none,for_free,3,unemployed/unskilled_nonresident,2,none,yes,1,female
431,None,5,Existing_credits_paid_till_now,business,3448,<100DM,4_to_7yrs,1,male_single,None,4,real_estate,74,1048,none,own,1,unskilled_resident,1,none,yes,0,male
432,0_to_200DM,24,Existing_credits_paid_till_now,other,11328,<100DM,1_to_4yrs,2,male_single,co-applicant,3,car_or_other_nonsavings,29,193,bank,own,2,management_self-employed_highly_qualified/officer,1,yes,yes,1,male
433,<0DM,6,Critical_acct_other_credits_existing,furniture/equipment,1872,<100DM,unemployed,4,male_single,None,4,unknown/no_property,36,60,none,for_free,3,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
434,None,24,Critical_acct_other_credits_existing,repairs,2058,<100DM,1_to_4yrs,4,male_divorced/separated,None,2,real_estate,33,105,none,own,2,skilled_employee/official,1,yes,yes,0,male
435,<0DM,9,Existing_credits_paid_till_now,furniture/equipment,2136,<100DM,1_to_4yrs,3,male_single,None,2,real_estate,25,313,none,own,1,skilled_employee/official,1,none,yes,0,male
436,0_to_200DM,12,Existing_credits_paid_till_now,radio/television,1484,Unknown_or_no_savings_acct,1_to_4yrs,2,male_married/widowed,None,1,real_estate,25,313,none,own,1,skilled_employee/official,1,yes,yes,1,male
437,None,6,Existing_credits_paid_till_now,repairs,660,500_to_1000DM,4_to_7yrs,2,male_married/widowed,None,4,real_estate,23,385,none,rent,1,unskilled_resident,1,none,yes,0,male
438,None,24,Critical_acct_other_credits_existing,new_car,1287,>1000DM,>7yrs,4,female_divorced/separated/married,None,4,real_estate,37,49,none,own,2,skilled_employee/official,1,yes,yes,0,female
439,<0DM,42,Critical_acct_other_credits_existing,repairs,3394,<100DM,unemployed,4,male_single,co-applicant,4,car_or_other_nonsavings,65,553,none,own,2,unemployed/unskilled_nonresident,1,none,yes,0,male
440,>200DM,12,All_credits_paid_duly,business,609,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,26,280,none,own,1,unemployed/unskilled_nonresident,1,none,yes,1,female
441,None,12,Existing_credits_paid_till_now,new_car,1884,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,39,33,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
442,<0DM,12,Existing_credits_paid_till_now,furniture/equipment,1620,<100DM,1_to_4yrs,2,female_divorced/separated/married,co-applicant,3,building_society_savings_agreement/life_insurance,30,168,none,own,1,skilled_employee/official,1,none,yes,0,female
443,0_to_200DM,20,Delay_in_past,other,2629,<100DM,1_to_4yrs,2,male_single,None,3,car_or_other_nonsavings,29,193,bank,own,2,skilled_employee/official,1,yes,yes,0,male
444,None,12,Existing_credits_paid_till_now,education,719,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,41,25,bank,own,1,unskilled_resident,2,none,yes,1,male
445,0_to_200DM,48,Critical_acct_other_credits_existing,furniture/equipment,5096,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,3,car_or_other_nonsavings,30,168,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,1,female
446,None,9,Critical_acct_other_credits_existing,education,1244,Unknown_or_no_savings_acct,>7yrs,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,41,25,none,rent,2,unskilled_resident,1,none,yes,0,female
447,<0DM,36,Existing_credits_paid_till_now,new_car,1842,<100DM,<1yr,4,female_divorced/separated/married,None,4,car_or_other_nonsavings,34,88,none,own,1,skilled_employee/official,1,yes,yes,1,female
448,0_to_200DM,7,Existing_credits_paid_till_now,radio/television,2576,<100DM,1_to_4yrs,2,male_single,guarantor,2,real_estate,35,73,none,own,1,skilled_employee/official,1,none,yes,0,male
449,>200DM,12,Existing_credits_paid_till_now,furniture/equipment,1424,Unknown_or_no_savings_acct,>7yrs,3,female_divorced/separated/married,None,4,real_estate,55,193,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
450,0_to_200DM,15,Delay_in_past,repairs,1512,>1000DM,1_to_4yrs,3,male_married/widowed,None,3,building_society_savings_agreement/life_insurance,61,385,stores,own,2,skilled_employee/official,1,none,yes,1,male
451,None,36,Critical_acct_other_credits_existing,used_car,11054,Unknown_or_no_savings_acct,1_to_4yrs,4,male_single,None,2,car_or_other_nonsavings,30,168,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
452,None,6,Existing_credits_paid_till_now,radio/television,518,<100DM,1_to_4yrs,3,female_divorced/separated/married,None,1,real_estate,29,193,none,own,1,skilled_employee/official,1,none,yes,0,female
453,None,12,No_credits_taken_or_all_paid,furniture/equipment,2759,<100DM,>7yrs,2,male_single,None,4,building_society_savings_agreement/life_insurance,34,88,none,own,2,skilled_employee/official,1,none,yes,0,male
454,None,24,Existing_credits_paid_till_now,used_car,2670,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,73,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,male
455,<0DM,24,Existing_credits_paid_till_now,new_car,4817,<100DM,4_to_7yrs,2,male_single,co-applicant,3,building_society_savings_agreement/life_insurance,31,145,none,own,1,skilled_employee/official,1,yes,yes,1,male
456,None,24,Existing_credits_paid_till_now,used_car,2679,<100DM,<1yr,4,female_divorced/separated/married,None,1,unknown/no_property,29,193,none,own,1,management_self-employed_highly_qualified/officer,1,yes,yes,0,female
457,<0DM,11,Critical_acct_other_credits_existing,new_car,3905,<100DM,1_to_4yrs,2,male_single,None,2,real_estate,36,60,none,rent,2,skilled_employee/official,2,none,yes,0,male
458,<0DM,12,Existing_credits_paid_till_now,used_car,3386,<100DM,>7yrs,3,male_single,None,4,unknown/no_property,35,73,none,for_free,1,skilled_employee/official,1,yes,yes,1,male
459,<0DM,6,Existing_credits_paid_till_now,domestic_appliances,343,<100DM,<1yr,4,female_divorced/separated/married,None,1,real_estate,27,249,none,own,1,skilled_employee/official,1,none,yes,0,female
460,None,18,Existing_credits_paid_till_now,radio/television,4594,<100DM,<1yr,3,male_single,None,2,car_or_other_nonsavings,32,124,none,own,1,skilled_employee/official,1,yes,yes,0,male
461,<0DM,36,Existing_credits_paid_till_now,furniture/equipment,3620,<100DM,1_to_4yrs,1,male_single,guarantor,2,building_society_savings_agreement/life_insurance,37,49,none,own,1,skilled_employee/official,2,none,yes,0,male
462,<0DM,15,Existing_credits_paid_till_now,new_car,1721,<100DM,<1yr,2,male_single,None,3,real_estate,36,60,none,own,1,skilled_employee/official,1,none,yes,0,male
463,0_to_200DM,12,Existing_credits_paid_till_now,furniture/equipment,3017,<100DM,<1yr,3,female_divorced/separated/married,None,1,real_estate,34,88,none,rent,1,management_self-employed_highly_qualified/officer,1,none,yes,0,female
464,0_to_200DM,12,Existing_credits_paid_till_now,retraining,754,Unknown_or_no_savings_acct,>7yrs,4,male_single,None,4,building_society_savings_agreement/life_insurance,38,40,none,own,2,skilled_employee/official,1,none,yes,0,male
465,None,18,Existing_credits_paid_till_now,business,1950,<100DM,4_to_7yrs,4,male_single,None,1,car_or_other_nonsavings,34,88,stores,own,2,skilled_employee/official,1,yes,yes,0,male
466,<0DM,24,Existing_credits_paid_till_now,used_car,2924,<100DM,1_to_4yrs,3,male_single,guarantor,4,unknown/no_property,63,465,bank,own,1,skilled_employee/official,2,yes,yes,0,male
467,<0DM,24,Delay_in_past,radio/television,1659,<100DM,<1yr,4,female_divorced/separated/married,None,2,car_or_other_nonsavings,29,193,none,rent,1,unskilled_resident,1,yes,yes,1,female
468,None,48,Delay_in_past,radio/television,7238,Unknown_or_no_savings_acct,>7yrs,3,male_single,None,3,car_or_other_nonsavings,32,124,bank,own,2,skilled_employee/official,2,none,yes,0,male
469,None,33,Delay_in_past,business,2764,<100DM,1_to_4yrs,2,female_divorced/separated/married,None,2,car_or_other_nonsavings,26,280,none,own,2,skilled_employee/official,1,yes,yes,0,female
470,None,24,Delay_in_past,used_car,4679,<100DM,4_to_7yrs,3,male_single,None,3,car_or_other_nonsavings,35,73,none,own,2,unskilled_resident,1,yes,yes,0,male
471,0_to_200DM,24,Existing_credits_paid_till_now,radio/television,3092,100_to_500DM,<1yr,3,male_married/widowed,None,2,car_or_other_nonsavings,22,424,none,rent,1,skilled_employee/official,1,yes,yes,1,male
472,<0DM,6,Existing_credits_paid_till_now,education,448,<100DM,<1yr,4,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,23,385,none,own,1,skilled_employee/official,1,none,yes,1,female
473,<0DM,9,Existing_credits_paid_till_now,new_car,654,<100DM,1_to_4yrs,4,male_single,None,3,car_or_other_nonsavings,28,220,none,own,1,unskilled_resident,1,none,yes,1,male
474,None,6,Existing_credits_paid_till_now,retraining,1238,Unknown_or_no_savings_acct,unemployed,4,male_single,None,4,building_society_savings_agreement/life_insurance,36,60,none,own,1,management_self-employed_highly_qualified/officer,2,yes,yes,0,male
475,0_to_200DM,18,Critical_acct_other_credits_existing,radio/television,1245,<100DM,1_to_4yrs,4,male_married/widowed,None,2,car_or_other_nonsavings,33,105,none,own,1,skilled_employee/official,1,none,yes,1,male
476,<0DM,18,No_credits_taken_or_all_paid,furniture/equipment,3114,<100DM,<1yr,1,female_divorced/separated/married,None,4,building_society_savings_agreement/life_insurance,26,280,none,rent,1,skilled_employee/official,1,none,yes,1,female
477,None,39,Existing_credits_paid_till_now,used_car,2569,500_to_1000DM,1_to_4yrs,4,male_single,None,4,car_or_other_nonsavings,24,348,none,own,1,skilled_employee/official,1,none,yes,0,male
478,>200DM,24,Existing_credits_paid_till_now,radio/television,5152,<100DM,4_to_7yrs,4,male_single,None,2,car_or_other_nonsavings,25,313,bank,own,1,skilled_employee/official,1,none,yes,0,male
479,0_to_200DM,12,Existing_credits_paid_till_now,business,1037,100_to_500DM,4_to_7yrs,3,male_single,None,4,real_estate,39,33,none,own,1,unskilled_resident,1,none,yes,0,male
480,<0DM,15,Critical_acct_other_credits_existing,furniture/equipment,1478,<100DM,>7yrs,4,male_single,None,4,car_or_other_nonsavings,35,193,none,own,2,skilled_employee/official,2,yes,yes,0,male
